smiles,sa_score,logp,qed,heavy_atom_count,molecular_weight,h_bond_donors,h_bond_acceptors,lipinski_violations,pass_lipinski,ring_3_count,ring_3_prob,ring_4_count,ring_4_prob,ring_5_count,ring_5_prob,ring_6_count,ring_6_prob,ring_7_count,ring_7_prob,ring_8_count,ring_8_prob,ring_9_count,ring_9_prob,ring_10_count,ring_10_prob,ring_11_count,ring_11_prob,total_rings
CC(C)C1CCC=C1C(=O)O,3.403457253,2.0634,0.660639731,11,154.0993797,1,1,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CC(=CCC(=O)O)CC(=O)O,2.748828908,0.8821,0.595383926,11,158.0579088,2,2,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)Cc1cccc(F)c1,1.492249567,1.4528,0.699568013,11,154.0430077,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)C=C1CNCCNC1,3.291409269,-0.8098,0.434475904,11,156.0898776,3,3,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
COc1ccc(C)cc1OC,1.234651106,2.01222,0.645011647,11,152.0837296,0,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C1OCCC(O)C(=O)C1=O,3.39412781,-1.5676,0.340079809,11,158.0215233,1,5,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
O=C(O)CNc1ccccc1,1.452693637,1.1831,0.68160879,11,151.0633285,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1cc(O)cc(C)c1O,2.001344633,1.41482,0.601162192,11,154.0629942,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CCCCC=C(C)CC(=O)O,2.47307832,2.5976,0.490395479,11,156.1150298,1,1,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)c1cccc(O)c1O,1.800871424,0.796,0.522491225,11,154.0266087,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CC(O)C1CCC=C1C(=O)O,3.802987856,0.7882,0.620996926,11,156.0786442,2,2,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
O=C1OC(CO)C(O)C(O)C1O,3.747810203,-3.0132,0.318407033,12,178.047738,4,6,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)c1cccc(C(=O)O)c1,1.411477138,1.083,0.688908808,12,166.0266087,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CN1C(=O)C(=O)OCC1C(=O)O,3.313383094,-1.5452,0.383239977,12,173.0324223,1,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
OCC1OC(O)C(O)C(O)C1O,3.595445278,-3.2214,0.290152855,12,180.0633881,5,6,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1ccc(C(=O)O)c(O)c1,1.588223292,1.099,0.693398852,12,168.0422587,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Cc1ccc(N)c(CC(=O)O)c1,1.869252619,1.20432,0.647117122,12,165.0789786,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CN1CCNCC(=CC(=O)O)C1,3.099066037,-0.4676,0.522449081,12,170.1055277,2,3,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
OCC1OC(O)OC(CO)C1O,3.963768106,-2.6082,0.371432067,12,180.0633881,4,6,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)c1csc2ccccc12,1.850747896,2.5995,0.728317052,12,178.0088504,1,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2
O=C(O)c1c(O)ccc(O)c1O,2.196671586,0.5016,0.363140306,12,170.0215233,4,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)CC1CCC=C1C(=O)O,3.228328767,0.8821,0.658907998,12,170.0579088,2,2,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
COc1ccc(O)c(C(=O)O)c1,1.576869446,1.099,0.693398852,12,168.0422587,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C1C=C(O)C(=O)C(=O)C(=O)O1,3.111942554,-1.3501,0.273934906,12,169.9851378,1,6,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
O=C(O)C1=c2ccccc2=CC1,2.825594503,0.1061,0.632568078,12,160.0524295,1,1,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2
Cc1cccc(CC(=O)O)c1N,1.947578581,1.20432,0.647117122,12,165.0789786,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)C1=CC=C2C=CC=CC21,3.847453682,1.6796,0.633216254,12,160.0524295,1,1,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2
COc1cccc2c1OCCO2,1.875628155,1.4664,0.631835441,12,166.0629942,0,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)c1cc(F)cc(O)c1O,2.081462653,0.9351,0.550511167,12,172.0171869,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1ccc(O)c(O)c1OC,1.902215119,1.115,0.652662418,12,170.0579088,2,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
NC=C(C(=O)O)c1ccccc1,2.197836666,1.0708,0.64081362,12,163.0633285,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1cccc(C(=O)O)c1O,1.644057908,1.099,0.693398852,12,168.0422587,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
OC1OCC2OC(O)OCC2O1,5.166306364,-1.631,0.46340605,12,178.047738,2,6,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C1CCCc2c(O)cccc21,2.057365091,1.9112,0.632299686,12,162.0680796,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)C(O)Cc1ccccc1,2.064636241,0.6746,0.693597766,12,166.0629942,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1ccc(C(=O)O)cc1O,1.583870408,1.099,0.693398852,12,168.0422587,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Cc1cc(F)cc(CC(=O)O)c1,1.831461273,1.76122,0.730104694,12,168.0586577,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C1C=C=CC(NCC(=O)O)=C1,4.150215687,-0.1615,0.570020158,12,165.0425931,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Nc1cccc(NCC(=O)O)c1,1.854070233,0.7653,0.579437882,12,166.0742276,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1ccc(C)c(C(=O)O)c1,1.467281465,1.70182,0.726896602,12,166.0629942,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CNCc1cc(F)cn(C)c1=O,2.549449254,0.2438,0.689675169,12,170.0855412,1,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)C(O)Cc1ccncc1,2.486990087,0.0696,0.667879209,12,167.0582431,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C1CCCC2=C1C=CCC2=O,3.131423462,1.565,0.541385074,12,162.0680796,0,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)Cc1ccccc1C(=O)O,1.615086343,1.0119,0.727482696,13,180.0422587,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)c1c(O)cc(O)c(O)c1O,2.451306883,0.2072,0.315687308,13,186.0164379,5,5,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)c1cccc2ccccc12,1.363729147,2.538,0.717208099,13,172.0524295,1,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)c1ccc(O)c(C(=O)O)c1,1.685470067,0.7886,0.62795194,13,182.0215233,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CC(=O)c1ccc(O)c(C(=O)O)c1,1.720175044,1.293,0.67228266,13,180.0422587,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1cc(F)cc(C(=O)O)c1O,1.892665542,1.2381,0.728626346,13,186.0328369,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1cccc(C(=O)O)c1OC,1.553221728,1.402,0.767198655,13,182.0579088,1,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)Cc1cccc(C(=O)O)c1,1.537456893,1.0119,0.727482696,13,180.0422587,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Cc1ccc(OCC(=O)O)c(O)c1,1.754188761,1.16402,0.73572265,13,182.0579088,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1cc(O)cc(CC(=O)O)c1,1.897282827,1.0279,0.732130818,13,182.0579088,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)c1ccc2c(c1)OC=CO2,2.6305437,1.6272,0.709515384,13,178.0266087,1,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Cc1cc(C(=O)O)cc(C(=O)O)c1,1.671114863,1.39142,0.720678147,13,180.0422587,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Cc1cc(O)c(C(=O)O)cc1NO,2.322307623,1.19992,0.40829643,13,183.0531578,4,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Cc1cccc(C(=O)O)c1C(=O)O,1.741494049,1.39142,0.720678147,13,180.0422587,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CC1=C=CC2=C(CCCC2=O)C1=O,3.882874365,1.7201,0.523846195,13,174.0680796,0,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Cc1ccccc1NC(=O)C(=O)O,1.554550959,1.01812,0.632245549,13,179.0582431,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CC1=CC(C(=O)O)=CCC1C(=O)O,3.534311147,1.0482,0.668840753,13,182.0579088,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C1C=CC(O)C2=C1CCCC2=O,3.544727436,0.5358,0.588503387,13,178.0629942,1,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Cc1ccc(C(=O)O)cc1C(=O)O,1.582328438,1.39142,0.720678147,13,180.0422587,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CN(C(=O)C(=O)O)C1C=C=CC=C1,4.732205678,0.1791,0.461108079,13,179.0582431,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1c(O)ccc2c1OCCO2,2.227946195,1.172,0.707836349,13,182.0579088,1,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C1CCCc2c(O)ccc(O)c21,2.336878212,1.6168,0.593274781,13,178.0629942,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
NC(=O)c1cc(C(=O)O)ccc1O,1.781578664,0.1893,0.605662529,13,181.0375077,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Cc1cc(C)c(N)c(CC(=O)O)c1,2.135787714,1.51274,0.676269705,13,179.0946287,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Cc1cc(O)c(O)c(C(=O)O)c1O,2.498161428,0.81002,0.382136737,13,184.0371734,4,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CC1=CC(N(C)C(=O)C(=O)O)CC=C1,3.742320039,0.8042,0.629586158,14,195.0895433,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Nc1ccc(C(=O)O)c2ccccc12,1.698518456,2.1202,0.671909003,14,187.0633285,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)CNC1=CC(=O)C(=CO)C=C1,3.244230383,0.1253,0.439700985,14,195.0531578,3,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Cc1ccc2ccccc2c1C(=O)O,1.616762242,2.84642,0.743064452,14,186.0680796,1,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)C1OC(O)(C(=O)O)C(O)C1O,4.246953339,-3.0352,0.321845831,14,208.0219172,5,6,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
O=C(O)c1c(O)ccc2ccccc12,1.722177627,2.2436,0.721068732,14,188.0473441,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Cc1cc(O)c(C(=O)O)cc1C(=O)O,1.934488278,1.09702,0.657769988,14,196.0371734,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)c1ccc2c(c1)CC(O)C=C2,2.971617976,1.315,0.701635311,14,190.0629942,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)c1ccc2c(c1)CC(O)=C=C2,3.419634432,1.9949,0.662426942,14,188.0473441,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)Cc1ccc(O)cc1C(=O)O,1.972429442,0.7175,0.661515618,14,196.0371734,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)C1OC2(O)C(O)COC2C1O,4.71467504,-2.721,0.367955264,14,206.0426527,4,6,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
COc1ccc(C(C)C)c(C(=O)O)c1,1.78247518,2.5168,0.80372793,14,194.0942943,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Cc1ccc(CC(=O)O)c(C(=O)O)c1,1.79690886,1.32032,0.760469195,14,194.0579088,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)C1CC(CO)C(O)(C(=O)O)O1,4.322759804,-1.7584,0.43081998,14,206.0426527,4,5,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CC1=CC(N(C)C(=O)C(=O)O)CCC1,3.472061827,1.0282,0.504215205,14,197.1051933,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)c1ccc2c(c1)CC(O)CC2,2.465118568,1.2344,0.703291277,14,192.0786442,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=c1occcc1-c1cccc(O)c1,2.06412597,2.0124,0.744253792,14,188.0473441,1,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
CN(C(=O)C(=O)O)C1C=CC(O)=CC1,3.820382409,0.2998,0.592461432,14,197.0688078,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Cc1ccc(O)c(C(=O)O)c1C(=O)O,2.126338278,1.09702,0.657769988,14,196.0371734,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Cc1ccc(C)c(NC(=O)C(=O)O)c1,1.691842748,1.32654,0.660952823,14,193.0738932,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)c1ccc2c(c1)CC(O)=CC2,2.71977526,1.9253,0.710875049,14,190.0629942,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C1N=CCC=C1c1cccc(O)c1,2.918416355,1.7767,0.728014521,14,187.0633285,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)c1cccc2ccc(O)cc12,1.72473384,2.2436,0.721068732,14,188.0473441,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
CC1=C=C(O)C2=C(CCCC2=O)C1=O,3.800208116,1.6058,0.590158015,14,190.0629942,1,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)c1cccc2ccc(F)cc12,1.610595379,2.6771,0.75009363,14,190.0430077,1,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
COc1ccc(C(C)O)c(C(=O)O)c1,2.369904239,1.4467,0.767302189,14,196.0735589,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1c(O)c(O)cc2c1OCCC2,2.593675852,1.4314,0.666944202,14,196.0735589,2,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
COc1cc(CC(=O)O)cc(OC)c1,1.695931598,1.3309,0.788842787,14,196.0735589,1,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)c1ccc(O)c2ccccc12,1.645832065,2.2436,0.721068732,14,188.0473441,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
CC1C=C(O)C2=C(CCCC2=O)C1=O,3.719504709,1.6967,0.635093992,14,192.0786442,1,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Cc1cccc(CC(=O)O)c1C(=O)O,1.894019047,1.32032,0.760469195,14,194.0579088,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)Cc1cc(O)cc(C(=O)O)c1,1.956319255,0.7175,0.661515618,14,196.0371734,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C1C=C(O)C2=C(CCCC2=O)C1=O,2.937308521,0.6297,0.45101819,14,192.0422587,1,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Nc1ccc(C(=O)O)c(CC(=O)O)c1,1.983188278,0.5941,0.612691347,14,195.0531578,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)Cc1cc(O)ccc1C(=O)O,1.969952103,0.7175,0.661515618,14,196.0371734,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Cc1cc(O)c2c(c1O)C(=O)CCC2,2.492938076,1.92522,0.617287056,14,192.0786442,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
CN(C(=O)C(=O)O)C1C=CC(O)CC1,3.959385691,-0.3911,0.445045469,14,199.0844579,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CC=C1C=CC(NCC(=O)O)=CC1=O,3.170816618,0.6297,0.645000754,14,193.0738932,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=c1[nH]nccc1-c1cccc(O)c1,2.175106355,1.1425,0.704840728,14,188.0585775,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Nc1ncc(C(=O)O)c2ccccc12,1.901861651,1.5152,0.710786085,14,188.0585775,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)C(=CCO)c1cccc(O)c1,2.468616213,0.8525,0.623237082,14,194.0579088,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C1CCCC2=C1C(O)=CC(O)C2=O,3.825099851,0.4215,0.585725397,14,194.0579088,2,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)c1cc(O)ccc1C(O)CO,2.76541401,0.1161,0.552476526,14,198.0528234,4,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)c1cccc2cc(O)c(O)cc12,1.96228734,1.9492,0.620173712,15,204.0422587,3,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
CN(C(=O)C(=O)O)C1C=CC(O)=CC1O,4.20785959,-0.7294,0.498720572,15,213.0637225,3,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1ccc(C)c(NC(=O)C(=O)O)c1,1.696828119,1.02672,0.713013655,15,209.0688078,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Cc1ccc2c(c1C(=O)O)CC(=O)CC2,2.434711355,1.75102,0.757772556,15,204.0786442,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=c1cc(-c2cccc(O)c2)c(=O)o[nH]1,2.525035317,0.7007,0.71733179,15,205.0375077,2,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)c1c(O)ccc2ccc(O)cc12,2.050203663,1.9492,0.662960975,15,204.0422587,3,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Nc1cc2cccc(C(=O)O)c2cc1F,1.972844188,2.2593,0.701634975,15,205.0539067,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)Cc1cc(O)c(O)cc1C(=O)O,2.219504716,0.4231,0.539604862,15,212.032088,4,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)c1cccc(C2CCNCC2)c1,1.977973548,1.8518,0.77430094,15,205.1102787,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Cc1cc2cccc(C(=O)O)c2cc1F,1.823798785,2.98552,0.77482391,15,204.0586577,1,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Nc1cc(O)c(C(=O)O)c2ccccc12,2.07117552,1.8258,0.617119531,15,203.0582431,3,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Cc1ccc(C(=O)O)c2cc(O)ccc12,1.893627303,2.55202,0.746657981,15,202.0629942,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)c1cccc2c(O)cc(F)cc12,1.94185582,2.3827,0.752612479,15,206.0379223,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
COc1ccc(CC(=O)O)c(C(=O)O)c1,1.790030042,1.0205,0.774597008,15,210.0528234,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)C=C1CCCC2=CCCCN2C1,3.256968539,2.161,0.669745642,15,207.1259288,1,2,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2
O=C(O)c1cccc(C2CCCCC2)c1,1.699772117,3.4325,0.800861693,15,204.1150298,1,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Cc1ccc2c(C(=O)O)cc(C)cc2c1,1.750201411,3.15484,0.767295832,15,200.0837296,1,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)c1ccc2c(c1)CC(O)=NC2=O,2.685725239,1.0376,0.716498113,15,205.0375077,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C1N=CCC=C1c1ccc(O)c(O)c1,3.011055097,1.4823,0.678999739,15,203.0582431,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
COC=C1CC(N)CC(=CC(=O)O)CN1,4.408792287,0.1959,0.449417927,15,212.1160924,3,4,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
O=c1[nH]cccc1-c1ccc(O)c(O)c1,2.161164987,1.4531,0.614004767,15,203.0582431,3,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C1C=C(c2cccc(O)c2)C(=O)OC1,2.656125426,0.9015,0.690143675,15,204.0422587,1,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Cc1cc(C(=O)O)c2ccc(O)cc2c1,1.897379273,2.55202,0.746657981,15,202.0629942,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Cc1cc(O)cc(NC(=O)C(=O)O)c1C,2.16218519,1.03214,0.602751688,15,209.0688078,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1cc(C(=O)O)c2ccccc2c1,1.575175976,2.5466,0.813509771,15,202.0629942,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Nc1nc(O)c(C(=O)O)c2ccccc12,2.328254695,1.2208,0.648509338,15,204.0534921,3,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
CC1=CC(N(C)C(=O)C(=O)O)C=CC1=O,3.742399503,-0.0168,0.615853847,15,209.0688078,1,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)Cc1c(O)cc(O)cc1C(=O)O,2.321746137,0.4231,0.576833488,15,212.032088,4,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Nc1ccc2cc(O)c(C(=O)O)cc2n1,2.181539498,1.2208,0.648509338,15,204.0534921,3,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
