smiles,sa_score,logp,qed,heavy_atom_count,molecular_weight,h_bond_donors,h_bond_acceptors,lipinski_violations,pass_lipinski,ring_3_count,ring_3_prob,ring_4_count,ring_4_prob,ring_5_count,ring_5_prob,ring_6_count,ring_6_prob,ring_7_count,ring_7_prob,ring_8_count,ring_8_prob,ring_9_count,ring_9_prob,ring_10_count,ring_10_prob,ring_11_count,ring_11_prob,total_rings,error
CCCCCc1ccc(O)cc1,1.444334774,3.1249,0.67773082,12,164.1201151,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1(c(ccc(C)c1O)CNO)N,2.780511273,0.76162,0.298496826,12,168.0898776,4,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
n1c(ccc(c2ccc(N)cc2)c1)CN,1.966990006,1.7895,0.724557655,15,199.1109474,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
O=C(CC)NCCc1nc(Cl)cs1,2.471978212,1.8652,0.838552674,13,218.0280617,1,3,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
[C@]12([C@@H](O1)c1sc(cc1O)c1nccc(CC=N)c1)C=C(c1ccccc1)SC2,4.821896143,5.30577,0.445207056,28,406.0809698,2,6,1,TRUE,1,0.2,0,0,2,0.4,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
c1(N[C@H]2CNC[C@H](C=C2)C)nc(ns1)N,4.387352888,0.6963,0.645835749,15,225.1048165,3,6,0,TRUE,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,2,
C(C[C@H]1C(=O)N=C1OC(=O)C)CN[C@@H]1CC=C(C#N)CCC1,4.117846831,1.86678,0.618070789,22,303.1582915,1,5,0,TRUE,0,0,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,2,
[C@H](CCN)(c1ncns1)O,3.915822438,-0.0797,0.646731683,10,159.0466329,2,5,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
c1c(CC2CCCC2)ccc(N)c1,1.703642179,3.0015,0.686918038,13,175.1360995,1,1,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
CC1=CCC(=N1)NC(=N)NC=C,4.375165338,0.94987,0.398911598,12,164.1061964,3,2,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
n1nc(ccc1Cl)C1=CCN=N1,3.491846177,1.9367,0.66329044,12,180.0202738,0,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C1=C(C(=O)CC[C@H](C1)c1c(F)c([C@H]2N[C@H](C[C@H](C(=O)NC)CO)C2)on1)F,4.844010833,1.6513,0.690081413,27,383.1656627,3,6,0,TRUE,0,0,1,0.333333333,1,0.333333333,0,0,1,0.333333333,0,0,0,0,0,0,0,0,3,
c1cc2c(sc3c2c(O)cc(n3)C)cc1NC(=O)N,2.49891919,2.95412,0.63653527,19,273.0571976,3,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
CC(=O)NC1=C(CNC(=NC1)c1[nH]nc(NC(=O)C)c1)O,3.547670146,-0.3764,0.518120736,21,292.1283884,5,6,0,TRUE,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,2,
C1(=CC=CC(=CC1)[C@H]1NCCS1)n1[nH]c(=O)c(c2ccccc2)n1,4.012094271,2.6281,0.903028256,24,338.1201322,2,5,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
c1nccnc1Cc1ccc(cc1)Cl,1.849515483,2.7208,0.751950883,14,204.045426,0,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
n1cc(ccc1c1cnc(OC)cc1)O,2.107312725,1.8578,0.807063516,15,202.0742276,1,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
OC(=O)c1ccc(cn1)[C@H]1Sc2c(c(=O)[nH]c3cc(ccc23)[C@H](O)C=N)N1,4.152664501,2.52067,0.43689188,27,382.0735759,5,7,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
c1c(sc(c1)NC(=O)[C@H]1CO1)c1sc2c3sc4c(c3ccc2n1)CC=CC4=O,3.812172154,4.8718,0.476337465,28,424.0010052,1,7,0,TRUE,1,0.166666667,0,0,3,0.5,2,0.333333333,0,0,0,0,0,0,0,0,0,0,6,
c1cc2S[C@H]([C@@H](F)c2cc1)CC(=Cc1ccc(NNC(=O)[C@@H](C)[C@H](O)C)s1)NO,4.760431936,4.103,0.399365499,29,437.1243118,5,7,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1c(C)ncc(c1)Oc1ccccc1,1.567216045,3.18232,0.716424167,14,185.084064,0,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1(cnn(C)c1)C1=NC2=CC=C(N3CCSC3=O)C=C[C@H]2S1,4.418148303,2.7885,0.836569078,22,330.0609031,0,6,0,TRUE,0,0,0,0,3,0.75,0,0,1,0.25,0,0,0,0,0,0,0,0,4,
c1nc(NNC(=O)N[C@@H]2C(=O)SCC2)sc1C,3.442616768,1.10972,0.7179569,17,272.0401676,3,6,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
[C@]12(O[C@]1(c1cc3OCOc3cc1)N2)C1=C2CC=CC=C2N=C1,4.540057876,2.1226,0.84799846,22,292.0847922,1,5,0,TRUE,2,0.333333333,0,0,2,0.333333333,2,0.333333333,0,0,0,0,0,0,0,0,0,0,6,
Cc1ccc(cc1)NNC(=N)[C@@H]1CC[C@H](CN1)C1=CCC=CC=C1,4.00622597,3.69949,0.388278466,24,322.2157468,4,3,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
N12CC(=CN=C2S[C@@H](CC)S1)c1ccc(F)cc1,3.952153704,3.9693,0.762326495,18,280.0504186,0,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
O[C@H]1[C@H]([C@H](Cc2ccc(OC)cc12)NC[C@H]1CSc2[nH]ccc12)O,4.341334415,1.8214,0.679340163,24,346.1351136,4,5,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
OC(=O)CN=Cc1c2c(cco2)ns1,3.693735201,1.3928,0.776534216,14,210.0099131,1,5,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
O=C(c1ccc(Cl)cc1)N,1.294320649,1.4389,0.655406382,10,155.0137915,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
n1c2c(ccs2)cc2N=NC(=NCc12)N,3.67983242,2.2083,0.733993604,15,217.0422162,1,6,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
c1cc2c(ccnc2)cc1,1.542224751,2.2348,0.531191558,10,129.0578492,0,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
O[C@@H](CNC(=O)SC1=CN=CCC(=C1)c1cc(c(C(F)(F)F)cc1F)F)C,4.024047157,4.5065,0.723837224,27,406.0774398,2,4,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
C1C(NC(=O)C(=N)c2nccc([C@H](F)Nc3cnccc3)c2)CCOC1,3.523149791,2.21987,0.543675142,26,357.1601031,3,6,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
n1c2ccccc2[nH]c1c1ccc2C=NCCc2c1,2.532923437,3.2049,0.704487613,19,247.1109474,1,2,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
c1cc(N=C2C(=O)C3=NC=C([C@@H](O)C)[C@@H]3C=C2)ccc1,4.072028626,2.2335,0.891855643,20,266.1055277,1,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
OS(O)(O)CCC=C=CN,4.509112562,1.2276,0.473550667,10,165.0459642,4,4,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
C(=O)(c1ccc(cc1)Cl)O,1.19774629,2.0382,0.675780364,10,155.9978071,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C(c1cnn2c1CN=C2NC)C(=O)CC(=O)N,3.506129757,-1.1928,0.640163763,17,235.1069247,2,6,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
c1(C=N)cc2OC[C@]34C[C@@H](O)[C@@H]([C@@H](OCc5nc6ccncc6cc5)[C@H](C[C@H]3CC[C@@H]([C@H]4c2cc1)O)C)O,5.411309612,3.59787,0.389358569,38,517.2576712,4,8,1,TRUE,0,0,0,0,0,0,5,0.833333333,0,0,1,0.166666667,0,0,0,0,0,0,6,
n12nc(CCC)cc2CCC1,2.63829024,1.7818,0.62804607,11,150.1156984,0,2,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
N(=Nc1cc(N)oc1N)c1cccc(c1)C(=O)CCN,3.114389696,2.3909,0.567730579,20,273.1225747,3,7,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1(C)ccc(c(NC)c1)c1onc([C@H](CC2CC2)C=O)c1,3.393854123,3.77432,0.820246806,21,284.1524779,1,4,0,TRUE,1,0.333333333,0,0,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1(cccc(CN)c1)[C@H](N(O)C)C(=O)N,2.93360119,-0.0073,0.608082529,15,209.1164267,3,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1[nH]nc(c1)[C@@H](c1n[nH]cn1)N,4.820623973,-0.4241,0.561015784,12,164.0810443,3,4,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
N1=C2[C@@H](C(=NC=N2)OC)N=C1,4.557443311,-0.1178,0.474622228,11,150.0541608,0,5,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1(nsc(N)n1)c1sc(cn1)C1=CN=NC1,4.000640456,2.0505,0.882798513,16,250.0095362,1,8,0,TRUE,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,
n1c(ccnc1)[C@H]1NC1,3.354681374,0.1209,0.536708317,9,121.0639972,1,3,0,TRUE,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C(c1c(C)cc2C(=O)N=CCc2c1)[C@H]1CNc2cc([C@H](OC)C)ncc12,4.25287867,3.61632,0.915651798,26,349.179027,1,4,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
CCOCN[C@H]1SN=C(O1)c1ccc(O)cc1,3.865014237,1.6844,0.475374819,17,254.0725133,2,6,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1c(ccc(Nc2nc3c(cc(OC)cc3)cc2)c1)C(=O)c1cc(N)ncn1,2.346614382,3.5902,0.516754938,28,371.1382248,2,7,0,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
c12ncc(c3cc(nnc3)CCOCCOC(C)C)nc1cccc2,2.58500719,3.0709,0.58796992,25,338.1742759,0,6,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1(=C(O[C@@H]2CCN(CC2)NC(=O)NN2OCC=C2C(=O)O)C=NC(=O)C1)Cl,4.176752885,0.2638,0.599400419,27,399.094561,3,7,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c1c(ccc(C=O)c1)Oc1cnc(C=CCCO)cc1,2.42784683,3.082,0.818599397,20,269.1051933,1,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
n1c(cccc1)c1sc(nc1N)C1=C(C)C(=C2SCCC2)N=N1,3.583585697,4.7227,0.856949597,23,341.0768875,1,7,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
c1(c(cc(cn1)C=Cn1cc2c(ccnc2C)n1)NC=O)N,3.443655225,1.91312,0.716093199,22,294.1229091,2,6,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
n1cc2c(NCC[C@@]3([C@@H]([C@@]4(O)O[C@@H]4O)C3)[C@@H]2C)n1c1ccc(C(F)(F)F)cc1,5.056904055,2.8537,0.681518851,28,395.1456762,3,6,0,TRUE,2,0.4,0,0,1,0.2,1,0.2,1,0.2,0,0,0,0,0,0,0,0,5,
N1=C(NCCC1)c1cccnc1,2.472087715,0.8215,0.661788732,12,161.0952974,1,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C12=C(C=CC(=NC1)CNc1ncc(cc1)C(=O)C)OCS2,3.711226723,2.6394,0.866192295,21,301.0884977,1,6,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
c1cccc2nc3c([C@H]3c3cc4cc(oc4cn3)[C@@H](O)N)cc12,3.796302383,2.8192,0.489775695,23,303.1007767,2,5,0,TRUE,1,0.2,0,0,1,0.2,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
c1c(cccc1)c1oc(N)nn1,1.932761342,1.3188,0.684520756,12,161.0589118,1,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C(=O)(N[C@@H]1CC=C[C@]2(C[C@H]2C1)Cc1oc(c2ccc(nc2N)C)nn1)C,4.268582201,2.42572,0.817617531,26,353.185175,2,6,0,TRUE,1,0.25,0,0,1,0.25,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
c1c2nc(sc2cc(c1)N)C#N,2.608108077,1.75018,0.620238296,12,175.0204182,1,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
NCC1=C(C)N=C[C@@H]1NN[C@]1([C@H](c2ccccc2)N1)O,4.694406148,-0.2431,0.289164451,20,273.1589602,5,6,0,TRUE,1,0.333333333,0,0,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1nc(C[C@@H]2CC[C@@H](O2)C)cnc1c1cc(C)ccn1,3.480145756,2.95702,0.859186329,20,269.1528122,0,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
N(c1ccc(F)cn1)C1=NNN=C(C2=CC=CCC=C2)C1,3.770192008,2.7379,0.876960206,21,283.1233237,2,5,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
c1nc2N=C[C@@H]3Cc4ccccc4C[C@@H]3Nc2cc1C(=C)N1CCCC1,3.923480298,4.0595,0.893037508,26,344.2000968,1,4,0,TRUE,0,0,0,0,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,5,
C(C(C)C)c1c(O)cnc(NCC(=O)N)c1,2.613494808,0.8829,0.691120337,16,223.1320768,3,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
n1cc(CNC[C@@H]2c3c(C2)c(OC)ccc3)n([C@H]2[C@@H](C2)C=O)c1,3.996738797,2.0811,0.795546608,23,311.1633769,1,5,0,TRUE,1,0.25,1,0.25,1,0.25,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
C1(=NCc2c(S1)sc(C#N)c2)NNN1C[C@H](CC1)O,4.580740546,0.65728,0.695183952,19,295.056152,3,8,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
S1C(=C(NC(=O)O)C)C=NCC1=C=CC1=CC=CC(=CC1)CC,4.539876814,4.5648,0.746319119,23,328.1245489,2,3,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
n1cc2ccc3[C@H](C(=N)NCc3c2s1)OC,4.276219105,2.06427,0.792337381,16,233.062283,2,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C(N(c1cc(cnn1)c1c(Cl)cc(cc1)NC(=O)CCC)CC)CCCOC,2.54538437,4.7885,0.545203962,28,404.1979038,1,5,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
N(CC(=O)O)C(=O)c1cc2C[C@H](CC3=CCC(=O)C(=C3F)C)NCc2cc1,3.597061033,2.0481,0.735266945,27,372.1485354,3,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1C=C[C@@H](NC(=O)C)C(=O)CC1=C1c2ccc(OC[C@@](CC)(C(=O)O)F)c(C)c2NC1,4.536311233,3.17962,0.599035809,31,430.1904002,3,5,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
c1(ccccc1)C1=C2S[C@@H]3C=CC=CC=C3[C@H]2NN1,4.187670276,2.9994,0.816866597,19,266.0877694,2,3,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
c1(nc2C(=O)c3c(cc(ONNC(=O)C)cn3)Cc2s1)Cc1ccccc1,3.105869157,2.1986,0.515775781,27,380.0943114,2,7,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
[C@H]1(C=C=C[C@H](C(=O)[C@@H](N(C)CF)[C@@H]2OCCCNCCC2)CC1)[C@H]1NN(O)OC1,6.115676211,1.1887,0.443144558,29,412.2485838,3,8,0,TRUE,0,0,0,0,1,0.333333333,0,0,1,0.333333333,0,0,1,0.333333333,0,0,0,0,3,
c1cc([C@H]2CCC3=C(N(C)CC(=N3)[C@]3(CCCNC3)C)C2)ccc2-c1ncc2[C@H](CN1C[C@@H]([C@H](CO)C1)O)NCO,5.087756015,2.3071,0.31151595,41,562.3631393,5,9,1,TRUE,0,0,0,0,2,0.333333333,3,0.5,1,0.166666667,0,0,0,0,0,0,0,0,6,
C(#N)[C@@H]1CN2C(=O)c3c(cc(C)cc3)O[C@H]2[C@@H]1C,3.925236029,1.9452,0.698303266,18,242.1055277,0,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
n1ccc(cc1[C@H](C)CN)N1C(=O)[C@@H](CC1)CN[C@@H]1CCC(=CC1)OCNOC(=O)N1CCCC1,4.521209314,2.2338,0.26149142,35,486.2954537,3,8,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
O=C(O)C[S@@](C[C@H](OC)CC1=CN=C(NCCCCN(C)[C@H](P(=O)(O)O)O)CC1)(O)C,4.993961745,1.2149,0.119288186,31,485.1960727,6,8,1,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C(c1c(F)cc(c2ccc(cc2O)C[C@]23[N@](N2)N3)cc1)NOO,3.315734725,1.2272,0.309521294,23,318.1128186,5,7,0,TRUE,2,0.5,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1(=NCC(=N1)C)C(=N)NC,4.345243726,0.05607,0.390268764,10,138.0905463,2,3,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
CN(c1ccccc1)C1=C=C2CCC[C@@H]3[C@H](CN3S(O)(O)O)C2=CC=N1,4.639380956,4.1232,0.69462756,26,373.1460126,3,6,0,TRUE,0,0,1,0.25,0,0,1,0.25,2,0.5,0,0,0,0,0,0,0,0,4,
c1c(Oc2cnccc2)ncc(c1)c1ccc(cc1)OC,1.852423769,3.9445,0.724623395,21,278.1055277,0,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
ONC(=CC=NCC#C)C1=NCCCC1,4.180507001,1.178,0.411105823,15,205.1215121,2,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1CNC(=O)[C@@H]1CCC,3.051790155,0.9226,0.586903447,9,127.099714,1,1,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
C1=N[C@H](c2cc(c(=O)[nH]n2)C)C(=O)C1,4.11106058,0.16302,0.686714018,14,191.0694765,1,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
NC1=CC=CCC(=C1O)O,3.715782187,1.1165,0.470715584,10,139.0633285,3,3,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
c1(cnccc1)CN=NNNC(=S)CN,3.595671223,0.3291,0.380912186,15,224.0844154,3,5,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1(ccccc1)N=CCc1cnccc1,2.222760811,3.0266,0.692533931,15,196.1000484,0,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1c(C=NC(=O)C)cccc1,2.126201825,1.652,0.55519829,11,147.0684139,0,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c12c(c(ccn1)C)[C@@H](C(=NNC(=O)C1=C[C@@H](N(CC1)CC)CC(=O)N)C=N2)O,4.51670088,0.50752,0.636127665,28,384.1909886,3,7,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
N#Cc1cc(ccc1)N[C@@H](NC)C1=CC=CC(=C2C=CC(=O)N2)C=N1,4.051990846,1.98028,0.736111972,25,331.1433102,3,5,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
C1OCC[C@@H]1[C@H]1NC(=C(C)C2CC2)SC1=C1C[N@@]2NNC(=Cc3cc4NN[C@H](c4c(C)c3)[C@@H](O)[C@@H]3[C@H](N3C)[C@@H]3C[C@H]3O)[C@H]2C1,6.427533059,2.46562,0.238398045,44,619.3304593,7,11,3,FALSE,3,0.333333333,0,0,5,0.555555556,1,0.111111111,0,0,0,0,0,0,0,0,0,0,9,
c1(ccc(cc1)C#N)c1c2c(C(=NC2)C(=O)O)[nH]n1,2.879651508,1.33568,0.841169399,19,252.0647255,2,4,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1c(c(ccc1OC[C@H]1NC1)Oc1ccc(OC)cc1)O,2.511322845,2.5437,0.798992588,21,287.115758,2,5,0,TRUE,1,0.333333333,0,0,0,0,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C(CCCCCCc1c(cccc1)C)(F)(F)O,2.204594241,4.07312,0.714394119,17,242.1482217,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1=CC2=c3nc(C4CCNCC4)ccc3=N[C@@H]2C=C1F,4.125756024,1.1243,0.829447758,20,269.1328257,1,3,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
C1(=O)NC(=O)CC=C1O,3.238278007,-0.5252,0.429885789,9,127.026943,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1[C@@H](Cl)[C@H](C)C[C@H](C1)NC1=NNC(=C(C)C)S1,4.61621184,3.2308,0.720427435,17,273.1066463,2,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1(ccc(cc1)F)ON1[C@@H](c2ccccc2)N1,3.126523396,2.6385,0.82292621,17,230.0855412,1,3,0,TRUE,1,0.333333333,0,0,0,0,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
n1[nH]cc(n1)[C@H](O)c1cnc2c(n1)cc(cc2)c1nnc(N)s1,3.728794853,0.9303,0.504940283,23,326.0698279,3,9,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1(=NC(=O)NC)SCc2cccc(O)c2C1,3.413219245,1.9194,0.723084006,16,236.0619486,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1(Nc2ccc(cc2C)OC[C@H](OC)CC)n[nH]c2C(=CCc12)C(=O)O,3.420693993,3.28962,0.670770347,26,357.1688562,3,5,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C12=C(CN(C)C=C2C)CNC(=O)[C@@H](C1)C(=O)N(C)c1cccc(O)c1,3.881340929,1.6369,0.802302912,25,341.1739416,2,4,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
O=C1N=C(Cc2sc(cc12)NC(=S)NC(=N)C(=C)C[C@H](NC)C)c1ccccc1,3.989385086,3.75157,0.321544103,29,425.1344024,4,5,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1(=C(N)N=C(C1)C(=O)O)C(=O)NC,3.36343251,-1.168,0.501337121,13,183.0643911,3,4,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
c1(ccc(NC(=O)C)cn1)C#N,2.119983519,0.91168,0.665299324,12,161.0589118,1,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1N=C([C@@H]2NCN[C@@H]12)NC(=O)c1ncc(cc1)c1cccc(CC[C@H]2C=CC(=O)C=C2)c1,4.215732416,2.0219,0.67869126,32,427.200825,3,6,0,TRUE,0,0,0,0,2,0.4,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
Oc1ccc(C(=O)NC)cc1,1.480549567,0.7518,0.621893709,11,151.0633285,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1=CC=c2cc3c(cc(NS(=O)(=O)C)cc3)cc2=C[C@@H]1CC(=O)N,3.592705565,0.8337,0.862514479,24,342.1038134,2,3,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
C1=CC=C2C(=O)[C@H](C(=O)C3=CC4=CC(=CCC4=N3)C(=O)N)OSC2=C[C@H]1Cl,5.278283934,2.2394,0.444699707,27,400.0284556,1,6,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
n1c2ccccc2[nH]c1C1=CC[C@H](c2cccnc2)CC1,2.906680757,4.309,0.756860876,21,275.1422475,1,2,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
C[C@@H]1[C@H](N)NC(=O)c2c(scc2)N1,4.324776872,0.5767,0.569553717,13,197.062283,3,4,0,TRUE,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,2,
